1008;1;255
1022;0;255
1036;0;255
1049;0;255
1063;0;255
1077;0;255
1090;0;255
1103;0;255
1118;0;255
1131;0;255
1144;0;255
1158;0;255
1172;0;255
1184;0;255
1199;0;255
1212;0;255
1225;0;255
1240;0;255
1253;0;255
1266;0;255
1280;0;255
1294;0;255
1307;0;255
1320;0;255
1335;0;255
1348;0;255
1361;0;255
1375;0;255 
1389;0;255
1402;0;255
1416;0;255
1429;0;255
1443;0;255
1457;0;255
1470;0;255
1484;0;255
1498;0;255
1511;0;255
1524;0;255
1539;0;255
1552;0;255
1565;0;255
1580;0;255
1593;0;255
1606;0;255
1619;0;255
1634;0;255
1647;0;255
1660;0;255
1675;0;255
1688;0;255
1701;0;255
1715;0;255
1729;0;255
1742;0;255
1756;0;255
1770;0;255
1783;0;255
1797;0;255
1810;0;255
1824;1;255
1838;1;255
1851;1;255
1865;1;255
1879;1;255
1892;1;255
1905;1;255
1920;1;255
1933;1;255
1946;1;255
1960;1;255
1974;1;255
1987;1;255
2000;1;255
2015;1;255
2028;1;255
2041;1;255
2056;1;255
2069;1;255
2082;1;255
2096;1;255
2110;1;255
2123;1;255
2137;1;255
2150;1;255
2163;1;255
2176;1;255
2189;1;255
2201;1;255
2214;1;255
2228;1;255
2240;1;255
2253;1;255
2266;1;255
2281;1;255
2294;1;255
2307;1;255
2320;1;255
2333;1;255
2345;1;255
2359;1;255
2371;1;255
2384;1;255
2398;1;192
2410;1;187
2423;1;182
2437;1;171
2449;1;164
2462;1;155
2475;1;150 
2487;1;142 
2499;1;132
2511;1;120
2524;1;116
2535;1;105
2547;1;95
2560;1;91
2572;1;81
2583;1;74
2594;1;64
2606;1;59
2618;0;50
2628;0;40
2639;0;31
2650;0;23
2661;0;23
2671;0;26
2682;0;26
2694;0;27
2704;0;26
2715;0;25
2725;0;29
2737;0;28
2747;0;30
2758;0;32
2769;0;35
2780;0;34
2791;0;38
2801;0;40
2812;0;43
2824;0;47
2834;0;50
2845;0;54
2855;0;60
2867;0;63
2879;0;70
2890;0;77
2902;0;86
2913;0;92
2925;0;104 
2937;0;109
2950;0;122
2962;0;133
2973;0;149
2985;0;160
2998;0;172
3011;0;191
3024;0;255
3037;0;255
3050;0;255
3062;0;255
3076;0;255
3089;0;255
3101;0;255
3116;0;255
3129;0;255
3142;0;255
3154;0;255
3168;0;255
3181;0;255
3194;0;255
3207;0;255
3221;0;255
3234;0;255
3248;0;255
3261;0;255
3275;0;255
3289;0;255
3302;0;255
3316;0;255
3330;0;255
3343;0;255
3356;0;255
3371;0;255
3383;0;255
3396;0;255
3409;0;255
3423;1;255
3436;1;255
3449;1;255
3464;1;255
3477;1;255
3490;1;255
3504;1;255
3517;1;255
3530;1;255
3545;1;255
3557;1;255
3571;1;255
3585;1;255
3598;1;255
3611;1;255
3623;1;255
3637;1;255 
3650;1;255
3662;1;255
3676;1;255
3688;1;255
3701;1;255
3715;1;255
3727;1;255
3740;1;255
3753;1;255
3766;1;255
3779;1;255
3791;1;255
3805;1;255 
3818;1;255
3830;1;255
3844;1;255
3857;1;255
3869;1;255
3883;1;255
3895;1;255
3908;1;255
3921;1;255
3934;1;255
3947;1;255
3959;1;191
3973;1;183 
3986;1;176
3998;1;167
4012;1;159
4025;1;150
4036;1;139
4048;1;134
4061;1;123
4073;1;112
4085;1;110
4098;1;97
4110;1;91
4121;1;78
4133;1;70
4145;1;62
4156;1;56
4167;1;46
4178;1;38
4189;1;27
4200;1;19
4211;1;24
4221;0;24
4233;0;24
4243;0;25
4254;0;25
4265;0;24
4276;0;23
4287;0;23
4297;0;24
4308;0;24
4319;0;24
4330;0;25
4341;0;25
4352;0;28 
4363;0;30
4373;0;30
4384;0;31
4395;0;32
4406;0;37
4417;0;39
4427;0;44
4439;0;48
4449;0;54
4460;0;58
4470;0;61
4483;0;69
4494;0;73
4505;0;82
4516;0;89
4529;0;98
4540;0;106
4552;0;113
4564;0;131
4577;0;140
4589;0;152
4601;0;166
4614;0;178
4626;0;193
4639;0;255
4652;0;255
4665;0;255
4678;0;255
4690;0;255
4704;0;255
4717;0;255
4729;0;255
4743;0;255
4755;0;255
4768;0;255
4782;0;255
4794;0;255
4808;0;255
4820;0;255
4834;0;255
4848;0;255
4861;0;255
4875;0;255
4889;0;255
4902;0;255
4916;0;255
4930;0;255
4943;0;255
4956;0;255
4969;0;255
4982;0;255
4996;0;255
5009;0;255
5021;1;255
5035;1;255
5047;1;255
5061;1;255
5074;1;255
5088;1;255
5101;1;255
5113;1;255
5128;1;255
5141;1;255
5154;1;255
5169;1;255
5182;1;255
5195;1;255
5209;1;255
5221;1;255
5234;1;255 
5248;1;255
5260;1;255
5273;1;255
5285;1;255
5299;1;255
5312;1;255
5324;1;255
5338;1;255
5351;1;255
5363;1;255
5377;1;255
5389;1;255
5402;1;255 
5415;1;255
5428;1;255
5441;1;255
5455;1;255
5469;1;255
5482;1;255
5494;1;255
5508;1;255
5521;1;255
5533;1;255
5547;1;255
5559;1;255
5572;1;187
5585;1;182
5598;1;173
5611;1;168
5624;1;160
5636;1;152
5648;1;142
5660;1;133
5672;1;127
5685;1;117
5697;1;109
5709;1;98
5722;1;90
5733;1;82
5745;1;77
5756;1;65
5768;1;57
5779;1;48
5790;1;39
5801;1;30
5812;0;23
5823;0;23
5833;0;25
5844;0;25
5855;0;26
5866;0;24
5877;0;23
5888;0;24
5899;0;25
5909;0;25
5920;0;25
5931;0;27
5942;0;28
5953;0;31
5963;0;32
5975;0;38
5985;0;39
5996;0;42
6006;0;46
6018;0;49
6029;0;54
6039;0;57 
6050;0;61
6062;0;66
6073;0;74
6084;0;81
6096;0;88
6108;0;95
6119;0;108
6131;0;113
6144;0;124
6156;0;134
6168;0;148
6180;0;162
6194;0;176
6206;0;192
6219;0;255
6232;0;255
6245;0;255
6258;0;255
6270;0;255
6284;0;255
6296;0;255
6309;0;255
6323;0;255
6335;0;255
6348;0;255
6362;0;255
6374;0;255
6387;0;255
6401;0;255
6414;0;255
6428;0;255
6441;0;255
6455;0;255
6468;0;255
6481;0;255
6495;0;255
6509;0;255
6522;0;255
6536;0;255
6550;0;255
6563;0;255
6577;0;255
6590;0;255
6602;0;255
6616;1;255
6629;1;255
6642;1;255
6656;1;255
6669;1;255
6683;1;255
6696;1;255
6710;1;255
6723;1;255
6736;1;255
6750;1;255
6763;1;255
6776;1;255
6791;1;255
6803;1;255
6816;1;255
6830;1;255
6843;1;255
6855;1;255
6868;1;255
6882;1;255
6894;1;255
6907;1;255
6920;1;255
6933;1;255
6946;1;255
6959;1;255
6972;1;255
6985;1;255
6998;1;255
7011;1;255
7023;1;255
7036;1;255 
7050;1;255
7062;1;255
7075;1;255
7089;1;255
7101;1;255
7114;1;255
7127;1;190
7140;1;183
7153;1;174
7165;1;168
7179;1;163
7191;1;149
7203;1;143
7216;1;132
7228;1;123
7240;1;113
7252;1;106
7265;1;100
7277;1;88
7288;1;79
7301;1;70
7312;1;62
7323;1;54
7334;1;47
7345;1;35
7356;1;26
7366;1;21
7377;1;23
7389;1;24
7399;1;23 
7410;1;24
7420;0;24
7432;0;24
7442;0;24
7453;0;23
7464;0;20
7475;0;22
7486;0;22
7496;0;23
7507;0;22
7519;0;23
7529;0;24
7540;0;24
7550;0;27 
7562;0;26
7572;0;27
7583;0;29
7595;0;30
7605;0;33
7616;0;37
7626;0;40
7638;0;44
7648;0;48
7659;0;54
7670;0;58
7681;0;62
7692;0;71
7704;0;75
7715;0;84
7727;0;92
7738;0;100
7750;0;110
7762;0;121
7775;0;135
7787;0;151
7799;0;160
7812;0;172
7824;0;187
7837;0;255
7849;0;255
7863;0;255
7876;0;255
7888;0;255
7902;0;255
7914;0;255
7927;0;255
7941;0;255
7953;0;255
7966;0;255
7979;0;255
7992;0;255
8005;0;255
8018;0;255
8032;0;255
8046;0;255
8059;0;255
8073;0;255
8086;0;255
8098;0;255
8113;0;255
8126;0;255
8139;0;255
8154;0;255
8167;0;255
8179;0;255
8193;0;255
8206;0;255
8218;1;255
8231;1;255
8245;1;255
8258;1;255
8270;1;255
8284;1;255
8297;1;255
8309;1;255
8323;1;255
8336;1;255
8348;1;255
8361;1;255
8374;1;255
8387;1;255
8400;1;255
8413;1;255
8426;1;255
8438;1;255
8452;1;255
8465;1;255
8477;1;255
8491;1;255
8504;1;255
8516;1;255
8529;1;255
8542;1;255
8555;1;255
8568;1;255
8581;1;255
8594;1;255
8609;1;255
8622;1;255
8635;1;255
8647;1;255
8660;1;255
8674;1;255
8686;1;255
8699;1;255
8712;1;255
8725;1;255
8738;1;255
8751;1;255
8764;1;189
8777;1;182
8790;1;171
8803;1;164 
8815;1;159
8827;1;150
8840;1;141
8852;1;132
8863;1;123
8876;1;113
8888;1;105
8900;1;95
8912;1;88
8925;1;82
8936;1;70
8947;1;63
8958;1;55
8970;1;47
8981;1;37
8992;1;26
9003;1;22
9014;0;24
9024;0;25
9035;0;24
9047;0;24
9057;0;23
9068;0;23
9078;0;23
9090;0;23
9100;0;25
9111;0;25
9122;0;25
9133;0;29
9144;0;29
9154;0;30
9165;0;33
9176;0;33
9187;0;38
9198;0;37
9208;0;43
9220;0;46
9230;0;50
9241;0;53
9252;0;57
9263;0;61
9274;0;67
9286;0;72
9297;0;81
9309;0;88
9320;0;98
9332;0;107
9344;0;114
9356;0;127
9368;0;140
9380;0;154
9393;0;168
9405;0;180
9418;0;191
9431;0;255
9444;0;255
9457;0;255
9469;0;255
9483;0;255
9496;0;255
9508;0;255
9522;0;255
9535;0;255 
9548;0;255
9561;0;255
9574;0;255
9587;0;255
9600;0;255
9613;0;255
9626;0;255
9639;0;255
9653;0;255
9666;0;255
9680;0;255
9694;0;255
9706;0;255
9720;0;255
9733;0;255
9746;0;255
9759;0;255
9773;0;255
9785;0;255
9798;0;255
9811;1;255
9824;1;255
9837;1;255
9850;1;255
9863;1;255
9876;1;255
9888;1;255
9902;1;255
9915;1;255
9927;1;255
9942;1;255
9955;1;255
9967;1;255
9980;1;255
9994;1;255
10006;1;255
10019;1;255
10033;1;255
10045;1;255
10058;1;255
10072;1;255
10084;1;255
10097;1;255
10110;1;255
10123;1;255
10136;1;255
10149;1;255
10162;1;255
10175;1;255
10188;1;255
10201;1;255
10214;1;255
10227;1;255
10240;1;255
10253;1;255
10266;1;255
10278;1;255
10292;1;255
10305;1;255
10317;1;255
10331;1;190
10344;1;184
10356;1;178
10370;1;167
10383;1;160
10395;1;151
10407;1;143
10420;1;134
10432;1;128
10444;1;117
10457;1;107
10469;1;101
10481;1;90
10493;1;82
10505;1;71
10516;1;66
10527;1;56
10540;1;48
10550;1;38
10561;1;28
10572;1;22
10583;1;22
10594;1;23
10604;1;23
10615;0;25
10627;0;24
10637;0;24
10648;0;24
10659;0;25
10670;0;25
10681;0;22
10691;0;23
10702;0;24
10714;0;24
10724;0;25
10735;0;26
10745;0;27
10757;0;25
10768;0;27
10778;0;29
10789;0;30
10801;0;35
10811;0;35
10822;0;37
10832;0;40
10844;0;46
10855;0;49
10865;0;56
10876;0;58
10888;0;65
10899;0;71
10911;0;83
10923;0;90
10934;0;102
10946;0;106
10958;0;118
10971;0;130
10983;0;142
10995;0;154
11008;0;167
11020;0;182
11032;0;255
11045;0;255
11059;0;255
11071;0;255
11084;0;255
11098;0;255
11110;0;255
11123;0;255
11137;0;255
11149;0;255
11162;0;255
11175;0;255
11188;0;255
11201;0;255
11214;0;255
11229;0;255
11242;0;255
11255;0;255
11270;0;255
11282;0;255
11296;0;255
11310;0;255
11323;0;255
11337;0;255
11350;0;255
11363;0;255
11376;0;255
11388;0;255
11403;0;255
11415;1;255
11428;1;255
11442;1;255
11454;1;255
11467;1;255
11481;1;255
11493;1;255
11506;1;255
11520;1;255
11533;1;255
11546;1;255
11559;1;255
11573;1;255
11585;1;255
11599;1;255
11612;1;255
11625;1;255
11638;1;255
11651;1;255
11664;1;255
11677;1;255
11689;1;255
11703;1;255
11716;1;255
11728;1;255
11742;1;255
11757;1;255
11769;1;255
11783;1;255
11796;1;255
11808;1;255
11822;1;255
11835;1;255
11847;1;255
11860;1;255
11874;1;255
11886;1;255
11899;1;255
11913;1;255
11925;1;255
11938;1;193
11952;1;183
11964;1;180
11977;1;170
11991;1;160
12003;1;152
12015;1;147
12027;1;140
12040;1;129
12052;1;122
12064;1;113
12077;1;102
12089;1;94
12101;1;86
12112;1;80
12124;1;70
12135;1;62
12147;1;52
12157;1;45
12169;1;35
12180;1;25
12190;1;22
12201;1;23
12212;0;25
12223;0;25
12234;0;23
12244;0;24
12256;0;24
12267;0;23
12277;0;24 
12289;0;24
12299;0;24
12310;0;26
12321;0;24
12332;0;26
12343;0;26
12354;0;28
12364;0;29
12376;0;29
12386;0;32
12397;0;33
12408;0;35
12419;0;39
12430;0;41
12440;0;45
12451;0;51
12463;0;56
12473;0;61
12485;0;65
12496;0;70
12508;0;81
12519;0;91
12531;0;96
12542;0;106
12555;0;116
12567;0;128
12579;0;143
12592;0;154
12604;0;169
12617;0;182
12630;0;255
12643;0;255
12656;0;255
12668;0;255
12682;0;255
12695;0;255
12707;0;255
12721;0;255
12734;0;255
12747;0;255
12761;0;255
12773;0;255
12786;0;255
12800;0;255
12813;0;255
12826;0;255
12840;0;255
12854;0;255
12867;0;255
12881;0;255
12895;0;255
12908;0;255
12922;0;255
12936;0;255
12949;0;255
12962;0;255
12976;0;255
12989;0;255
13002;0;255
13016;1;255
13029;1;255
13042;1;255
13056;1;255
13068;1;255
13082;1;255
13095;1;255
13109;1;255
13122;1;255
13135;1;255
13149;1;255
13162;1;255
13176;1;255
13189;1;255
13202;1;255
13215;1;255
13228;1;255
13241;1;255
13254;1;255
13266;1;255
13280;1;255
13293;1;255
13305;1;255
13319;1;255
13332;1;255
13344;1;255
13358;1;255
13371;1;255
13383;1;255
13396;1;255
13410;1;255
13422;1;255
13435;1;255
13449;1;255
13461;1;255
13474;1;255
13488;1;255
13500;1;255
13513;1;255
13527;1;193
13539;1;183
13552;1;179
13565;1;170
13578;1;158
13591;1;152
13603;1;143
13616;1;133
13628;1;123
13640;1;113
13652;1;106
13665;1;96
13677;1;87
13688;1;77
13700;1;67
13712;1;59
13723;1;49
13734;1;39
13745;1;28
13756;1;23
13766;1;23
13777;1;25
13789;1;25
13799;1;24
13810;1;23
13821;0;23
13832;0;24
13843;0;22
13853;0;20
13864;0;22
13876;0;22
13886;0;24
13897;0;21
13907;0;22
13919;0;23
13930;0;23
13940;0;25
13952;0;26
13963;0;27
13973;0;28 
13984;0;29
13995;0;31
14006;0;34
14017;0;37
14027;0;42
14039;0;46
14050;0;49
14060;0;53
14071;0;59
14082;0;63
14094;0;67
14105;0;77
14116;0;86
14128;0;92
14140;0;98
14151;0;110
14163;0;118
14176;0;133
14188;0;146
14200;0;157
14213;0;172 
14226;0;184
14238;0;255
14252;0;255
14265;0;255
14277;0;255
14290;0;255 
14304;0;255
14316;0;255
14329;0;255
14343;0;255
14356;0;255
14369;0;255
14382;0;255
14395;0;255
14408;0;255
14422;0;255
14435;0;255
14449;0;255
14462;0;255
14476;0;255
14490;0;255
14503;0;255
14517;0;255
14530;0;255
